BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point
Q4554,ERS,LEAVITT ST & 137 ST,11354,Queens,QN07,20,40.76568772,-73.82912909,POINT (-73.82912909 40.76568772)
R4882,ERS,MASSACHUSETTS AVE 500' N OF HYLAN BLVD,10307,Staten Island,SI03,51,40.50436703,-74.25089386,POINT (-74.25089386 40.50436703)
Q5373,BARS,LINDEN BLVD & 176 ST,11434,Queens,QN12,27,40.69290356,-73.77360351,POINT (-73.77360351 40.69290356)
R1772,BARS,BUCHANAN AVE & HAROLD ST,10314,Staten Island,SI02,49,40.60126175,-74.13311765,POINT (-74.13311765 40.60126175)
M0529,ERS,GREENWICH AVE & BANK ST,10014,Manhattan,MN02,3,40.73716857,-74.00146275,POINT (-74.00146275 40.73716857)
M0256,ERS,NORFOLK ST & GRAND ST,10002,Manhattan,MN03,1,40.7164457,-73.98836626,POINT (-73.98836626 40.7164457)
Q7109,BARS,MASPETH AVE & PAGE PL,11378,Queens,QN05,30,40.72200551,-73.91655468,POINT (-73.91655468 40.72200551)
R1108,ERS,LISK AVE & SOUTH AVE,10303,Staten Island,SI01,49,40.6231246,-74.16759586,POINT (-74.16759586 40.6231246)
Q7361,BARS,38 AVE & 27 ST,11101,Queens,QN01,26,40.75539132,-73.93503981,POINT (-73.93503981 40.75539132)
Q7817,BARS,ROOSEVELT AVE & 62 ST,11377,Queens,QN02,26,40.74573086,-73.90211693,POINT (-73.90211693 40.74573086)
R0374,ERS,BROADWAY & MARKHAM RD,10310,Staten Island,SI01,49,40.63889764,-74.11768776,POINT (-74.11768776 40.63889764)
B3185,ERS,AVENUE L & E 72 ST,11234,Brooklyn,BK18,46,40.62637184,-73.91449727,POINT (-73.91449727 40.62637184)
Q9181,ERS,64 AVE & 102 ST,11375,Queens,QN06,29,40.73175437,-73.85358841,POINT (-73.85358841 40.73175437)
B3995,BARS,AVENUE S & COLEMAN ST,11234,Brooklyn,BK18,46,40.61207456,-73.92774665,POINT (-73.92774665 40.61207456)
B1489,ERS,10 AVE & 40 ST,11219,Brooklyn,BK12,39,40.64406012,-73.99348583,POINT (-73.99348583 40.64406012)
Q6781,BARS,80 AVE & 265 ST,11004,Queens,QN13,23,40.74584553,-73.70653275,POINT (-73.70653275 40.74584553)
B1010,ERS,PLAZA ST & BUTLER PL,11238,Brooklyn,BK08,35,40.67471278,-73.96899919,POINT (-73.96899919 40.67471278)
R3856,BARS,ARMSTRONG AVE & OCEANVIEW PL,10308,Staten Island,SI03,51,40.54112902,-74.15404903,POINT (-74.15404903 40.54112902)
X2954,ERS,BATHGATE AVE & E 176 ST,10457,Bronx,BX06,15,40.84564214,-73.8977025,POINT (-73.8977025 40.84564214)
R0493,BARS,TOMPKINS AVE & CLIFTON AVE,10305,Staten Island,SI01,49,40.61272606,-74.07141153,POINT (-74.07141153 40.61272606)
Q3188,BARS,S/S QUEENS BLVD & 82 RD,11415,Queens,QN09,29,40.71227625,-73.82661953,POINT (-73.82661953 40.71227625)
Q4977,ERS,57 AVE & VAN HORN ST,11373,Queens,QN04,25,40.73239605,-73.87643249,POINT (-73.87643249 40.73239605)
M1497,ERS,W 127 ST & LENOX AVE/MALCOLM X BLVD,10027,Manhattan,MN10,9,40.80907023,-73.94453779,POINT (-73.94453779 40.80907023)
R4229,ERS,WOODS OF ARDEN RD & BATHGATE ST,10312,Staten Island,SI03,51,40.53106685,-74.15908527,POINT (-74.15908527 40.53106685)
B1062,ERS,ROGERS AVE & UNION ST,11225,Brooklyn,BK09,35,40.66911459,-73.95335278,POINT (-73.95335278 40.66911459)
B4075,ERS,VANDALIA AVE & BETHEL LOOP,11239,Brooklyn,BK05,42,40.65180396,-73.88244151,POINT (-73.88244151 40.65180396)
Q9910,BARS,OAK AVE & 164 ST,11358,Queens,QN07,20,40.74976515,-73.80287667,POINT (-73.80287667 40.74976515)
M1622,ERS,BROADWAY & W 145 ST,10031,Manhattan,MN09,7,40.82642864,-73.95044994,POINT (-73.95044994 40.82642864)
Q7580,BARS,20 AVE & 29 ST,11105,Queens,QN01,22,40.78043103,-73.90729372,POINT (-73.90729372 40.78043103)
R2233,BARS,ROMA AVE & NEW DORP LA,10306,Staten Island,SI02,50,40.56564349,-74.10002281,POINT (-74.10002281 40.56564349)
M0654,ERS,8 AVE & W 27 ST,10001,Manhattan,MN05,3,40.74782273,-73.99664704,POINT (-73.99664704 40.74782273)
M1049,ERS,3 AVE & E 74 ST,10021,Manhattan,MN08,4,40.77106427,-73.95964441,POINT (-73.95964441 40.77106427)
B0433,ERS,JOHNSON ST & LAWRENCE ST,11201,Brooklyn,BK02,33,40.69492406,-73.986169,POINT (-73.986169 40.69492406)
B0792,ERS,LEWIS AVE & LEXINGTON AVE,11221,Brooklyn,BK03,36,40.689354,-73.9363203,POINT (-73.9363203 40.689354)
M1307,ERS,5 AVE & E 106 ST,83,Manhattan,MN11,6,40.79428503,-73.95111102,POINT (-73.95111102 40.79428503)
B1239,ERS,DEAN ST & 4 AVE,11217,Brooklyn,BK06,33,40.68312884,-73.97918391,POINT (-73.97918391 40.68312884)
B0311,ERS,WYTHE AVENUE S OF CLYMER ST,11211,Brooklyn,BK01,33,40.70420946,-73.96550334,POINT (-73.96550334 40.70420946)
R3665,ERS,WAINWRIGHT AVE & READING AVE,10312,Staten Island,SI03,51,40.55529524,-74.17079415,POINT (-74.17079415 40.55529524)
Q6763,BARS,HILLSIDE AVE & 260 ST,NA,Queens,QN13,23,40.73733382,-73.70831903,POINT (-73.70831903 40.73733382)
Q6026,BARS,LITTLE NECK PWAY & 252 ST,11426,Queens,QN13,23,40.75189482,-73.72124305,POINT (-73.72124305 40.75189482)
Q3642,BARS,47 AVE & AUBURNDALE LA,11358,Queens,QN07,20,40.75052127,-73.7948269,POINT (-73.7948269 40.75052127)
Q4979,BARS,64 AVE & 174 ST,11365,Queens,QN08,24,40.73802907,-73.79489193,POINT (-73.79489193 40.73802907)
R1734,ERS,MARTIN AVE & WESTWOOD AVE,10314,Staten Island,SI02,50,40.60568317,-74.13975632,POINT (-74.13975632 40.60568317)
Q7522,BARS,26 AVE & 9 ST,11102,Queens,QN01,22,40.77546819,-73.93026438,POINT (-73.93026438 40.77546819)
B3304,ERS,SHEEPSHEAD BAY RD & E 16 ST,11235,Brooklyn,BK15,48,40.58719508,-73.95325196,POINT (-73.95325196 40.58719508)
Q6954,BARS,29 AVE & 160 ST,11358,Queens,QN07,19,40.77108605,-73.80441774,POINT (-73.80441774 40.77108605)
M0480,ERS,IRVING PL & E 17 ST,10003,Manhattan,MN06,2,40.73587893,-73.98738718,POINT (-73.98738718 40.73587893)
Q7808,BARS,37 AVE & 58 ST,11377,Queens,QN02,26,40.75016151,-73.9043343,POINT (-73.9043343 40.75016151)
R0956,BARS,LAKE AVE & RAILROAD CROSSING,10303,Staten Island,SI01,49,40.63396355,-74.15099378,POINT (-74.15099378 40.63396355)
X4138,ERS,CALHOUN AVE & CROSS BX XWAY E/B SR,10465,Bronx,BX10,13,40.82336032,-73.8222056,POINT (-73.8222056 40.82336032)
B2235,ERS,DITMAS AVE & E 87 ST,11236,Brooklyn,BK17,45,40.64668354,-73.91693684,POINT (-73.91693684 40.64668354)
R0346,ERS,BEMENT AVE & RICHMOND TERRACE,10310,Staten Island,SI01,49,40.64289131,-74.11385261,POINT (-74.11385261 40.64289131)
B1047,ERS,BROOKLYN AVE & FENIMORE ST,11203,Brooklyn,BK09,40,40.65901046,-73.94525998,POINT (-73.94525998 40.65901046)
B2128,ERS,AVENUE D & E 104 ST,11236,Brooklyn,BK18,42,40.65279398,-73.90296011,POINT (-73.90296011 40.65279398)
X2138,ERS,3 AVE & E 137 ST,10451,Bronx,BX01,8,40.81048605,-73.92801376,POINT (-73.92801376 40.81048605)
M0942,ERS,5 AVE & 60 ST,83,Manhattan,,6,40.76489773,-73.97255352,POINT (-73.97255352 40.76489773)
Q5607,BARS,88 RD & 247 ST,11426,Queens,QN13,23,40.72866627,-73.72091197,POINT (-73.72091197 40.72866627)
Q1346,ERS,SHORE FRONT PWAY & BEACH 94 ST,11693,Queens,QN14,32,40.58403754,-73.81528084,POINT (-73.81528084 40.58403754)
Q6077,ERS,103 AVE & 126 ST,11419,Queens,QN10,28,40.68964244,-73.81906075,POINT (-73.81906075 40.68964244)
B1563,ERS,TILDEN AVE & ROGERS AVE,11226,Brooklyn,BK17,40,40.64677092,-73.95204923,POINT (-73.95204923 40.64677092)
M1213,ERS,BROADWAY & W 92 ST,10025,Manhattan,MN07,6,40.79209413,-73.97364908,POINT (-73.97364908 40.79209413)
Q8685,BARS,122 AVE & LONG ST,11434,Queens,QN12,28,40.6787036,-73.78174233,POINT (-73.78174233 40.6787036)
R0271,ERS,ST PAULS AVE & SWAN ST,10301,Staten Island,SI01,49,40.63486398,-74.07845484,POINT (-74.07845484 40.63486398)
R2446,ERS,WOLVERINE ST & AMBOY RD/RVFD,10306,Staten Island,SI03,50,40.5670284,-74.12783491,POINT (-74.12783491 40.5670284)
R2262,BARS,BEACH AVE & CLAWSON ST,10306,Staten Island,SI02,50,40.56869076,-74.11461009,POINT (-74.11461009 40.56869076)
X3591,ERS,JEROME AVE & E 212 ST,10467,Bronx,BX07,11,40.88439063,-73.87995799,POINT (-73.87995799 40.88439063)
X4054,ERS,CALHOUN AVE & SAMPSON AVE,10465,Bronx,BX10,13,40.81987024,-73.81986115,POINT (-73.81986115 40.81987024)
M1179,ERS,5 AVE & E 88 ST,83,Manhattan,MN08,6,40.78283332,-73.95946906,POINT (-73.95946906 40.78283332)
Q5157,BARS,109 AVE & 124 ST,11419,Queens,QN10,28,40.6835011,-73.81811862,POINT (-73.81811862 40.6835011)
B3893,ERS,SNYDER AVE & E 38 ST,11203,Brooklyn,BK17,45,40.64939399,-73.94169995,POINT (-73.94169995 40.64939399)
X2366,ERS,SENECA AVE & LONGFELLOW AVE,10474,Bronx,BX02,17,40.81912848,-73.88577796,POINT (-73.88577796 40.81912848)
Q4202,BARS,58 RD & 64 ST,11378,Queens,QN05,30,40.72074379,-73.90091573,POINT (-73.90091573 40.72074379)
Q4224,ERS,FURMANVILLE AVE & 83 PL,11379,Queens,QN05,30,40.71890376,-73.86877878,POINT (-73.86877878 40.71890376)
B3533,ERS,NEPTUNE AVE & W 28 ST,11224,Brooklyn,BK13,47,40.57787974,-73.99475686,POINT (-73.99475686 40.57787974)
Q5018,ERS,SAYRES AVE & 167 ST,11433,Queens,QN12,27,40.69162129,-73.78333085,POINT (-73.78333085 40.69162129)
B0674,ERS,WILLOUGHBY AVE & MARCY AVE,11206,Brooklyn,BK03,36,40.69390487,-73.94891392,POINT (-73.94891392 40.69390487)
Q7193,BARS,40 RD & NORTHERN BLVD,11101,Queens,QN01,26,40.75097904,-73.93474259,POINT (-73.93474259 40.75097904)
B2137,ERS,FOSTER AVE & E 101 ST,11236,Brooklyn,BK18,42,40.65024397,-73.90273372,POINT (-73.90273372 40.65024397)
B3357,ERS,AVENUE Z & E 7 ST,11235,Brooklyn,BK13,48,40.5871215,-73.96204485,POINT (-73.96204485 40.5871215)
Q5248,BARS,HILLSIDE AVE & 180 ST,11432,Queens,QN12,24,40.71293755,-73.78262547,POINT (-73.78262547 40.71293755)
B3233,ERS,AVENUE T & GERRITSEN AVE,11229,Brooklyn,BK15,46,40.60334437,-73.93682748,POINT (-73.93682748 40.60334437)
B3327,ERS,AVENUE P & E 12 ST,11230,Brooklyn,BK15,48,40.61009887,-73.96137268,POINT (-73.96137268 40.61009887)
M1297,ERS,AMSTERDAM AVE & W 105 ST,10025,Manhattan,MN07,7,40.79976083,-73.96620573,POINT (-73.96620573 40.79976083)
R2863,BARS,ST PATRICKS PL & W CEDARVIEW AVE/RVFD,10306,Staten Island,SI03,50,40.57038121,-74.14388544,POINT (-74.14388544 40.57038121)
Q7261,BARS,47 AVE & 38 ST,11101,Queens,QN02,26,40.742123,-73.92744375,POINT (-73.92744375 40.742123)
X3024,ERS,ZEREGA AVE & HALSEY ST,10461,Bronx,BX10,18,40.83565135,-73.84559222,POINT (-73.84559222 40.83565135)
Q9335,BARS,34 AVE & 110 ST,11368,Queens,QN03,21,40.75649222,-73.85879892,POINT (-73.85879892 40.75649222)
Q8850,BARS,111 AVE & 139 ST,11435,Queens,QN12,28,40.68515987,-73.80525446,POINT (-73.80525446 40.68515987)
B1291,ERS,4 AVE & PROSPECT AVE,11215,Brooklyn,BK07,39,40.66550728,-73.99277081,POINT (-73.99277081 40.66550728)
X3870,ERS,E 234 ST & BYRON AVE,10466,Bronx,BX12,12,40.8936239,-73.85524068,POINT (-73.85524068 40.8936239)
B1147,ERS,3 AVE & 80 ST,11209,Brooklyn,BK10,43,40.62783292,-74.02927465,POINT (-74.02927465 40.62783292)
B2355,ERS,FOSTER AVE & E 83 ST,11236,Brooklyn,BK18,45,40.64194765,-73.91662099,POINT (-73.91662099 40.64194765)
B0613,ERS,CARLTON AVE & FULTON ST,11238,Brooklyn,BK02,35,40.6850205,-73.971223,POINT (-73.971223 40.6850205)
X3397,ERS,BRIGGS AVE & E 197 ST,10458,Bronx,BX07,15,40.86836792,-73.88980523,POINT (-73.88980523 40.86836792)
Q7503,BARS,29 AVE & CRESCENT ST,11102,Queens,QN01,22,40.76926521,-73.92457256,POINT (-73.92457256 40.76926521)
B3445,ERS,W/S 15 AVE OPP INDEPENDENCE AVE,11228,Brooklyn,BK11,43,40.60433737,-74.01700324,POINT (-74.01700324 40.60433737)
Q2822,ERS,253 ST & 149 RD,11422,Queens,QN13,31,40.65231516,-73.73687251,POINT (-73.73687251 40.65231516)
Q4779,BARS,29 AVE & 170 ST,11358,Queens,QN07,19,40.77061215,-73.79503666,POINT (-73.79503666 40.77061215)
M0564,ERS,7 AVE & W 15 ST,10011,Manhattan,MN04,3,40.73924284,-73.99918496,POINT (-73.99918496 40.73924284)
X4770,ERS,DAVIDSON AVE & W 176 ST,10453,Bronx,BX05,14,40.84843248,-73.91297839,POINT (-73.91297839 40.84843248)
Q4824,ERS,108 AVE & UNION HALL ST,11433,Queens,QN12,28,40.69617957,-73.79216302,POINT (-73.79216302 40.69617957)
M1332,ERS,1 AVE & E 110 ST,10029,Manhattan,MN11,8,40.79218819,-73.93819347,POINT (-73.93819347 40.79218819)
R0865,ERS,SCHOHARIE ST & CLOVE RD,10301,Staten Island,SI01,49,40.61460049,-74.10209434,POINT (-74.10209434 40.61460049)
R2275,BARS,MILL RD & EBBITTS ST,10306,Staten Island,SI02,50,40.56431067,-74.11013947,POINT (-74.11013947 40.56431067)
Q4724,BARS,138 ST & COOLIDGE AVE,11435,Queens,QN08,24,40.71542481,-73.82130001,POINT (-73.82130001 40.71542481)
Q5550,BARS,89 AVE & 212 ST,11427,Queens,QN13,23,40.72351294,-73.75262896,POINT (-73.75262896 40.72351294)
B0290,BARS,STEWART AVE & SCHOLES ST,11237,Brooklyn,BK01,34,40.71161292,-73.9269976,POINT (-73.9269976 40.71161292)
B3419,ERS,QUENTIN RD & W 12 ST,11223,Brooklyn,BK11,44,40.60531276,-73.98492572,POINT (-73.98492572 40.60531276)
Q5177,ERS,HARDING XWAY S & PARSONS BLVD,11365,Queens,QN08,24,40.7382339,-73.81027046,POINT (-73.81027046 40.7382339)
Q4627,ERS,47 AVE & 70 ST,11377,Queens,QN02,30,40.73902708,-73.8940757,POINT (-73.8940757 40.73902708)
X3499,ERS,WALLACE AVE & SOUTH OAK DR,10467,Bronx,BX12,12,40.87222258,-73.86424876,POINT (-73.86424876 40.87222258)
X2781,ERS,WEBSTER AVE & CLAREMONT PWAY,10457,Bronx,BX03,16,40.83979143,-73.90515859,POINT (-73.90515859 40.83979143)
Q4345,BARS,BOOTH MEMORIAL AVE & FRESH MEADOW LA,11365,Queens,QN07,20,40.74193303,-73.79695065,POINT (-73.79695065 40.74193303)
B1092,ERS,FLATBUSH AVE & WINTHROP ST,11226,Brooklyn,BK09,40,40.65648588,-73.96007277,POINT (-73.96007277 40.65648588)
Q5278,BARS,89 AVE & 202 ST,11423,Queens,QN12,23,40.71849352,-73.76084487,POINT (-73.76084487 40.71849352)
R1321,BARS,COLLEGE AVE & CRYSTAL AVE,10314,Staten Island,SI01,50,40.6221653,-74.14161654,POINT (-74.14161654 40.6221653)
R0262,ERS,BROAD ST & QUINN ST,10304,Staten Island,SI01,49,40.62493911,-74.07853596,POINT (-74.07853596 40.62493911)
B0015,BARS,GARDNER AVE & CHERRY  ST,11222,Brooklyn,BK01,34,40.72556213,-73.93147295,POINT (-73.93147295 40.72556213)
X2617,ERS,O'BRIEN AVE & SOUND VIEW AVE,10473,Bronx,BX09,18,40.81131269,-73.85627735,POINT (-73.85627735 40.81131269)
M1259,ERS,2 AVE & E 99 ST,10029,Manhattan,MN11,8,40.78617301,-73.94569523,POINT (-73.94569523 40.78617301)
R0535,ERS,SLOSSON AVE & RICE AVE,10301,Staten Island,SI01,50,40.61787405,-74.11787188,POINT (-74.11787188 40.61787405)
Q5590,BARS,87 AVE & WINCHESTER BLVD,11427,Queens,QN13,23,40.73122719,-73.73612299,POINT (-73.73612299 40.73122719)
Q5782,BARS,133 AVE & 222 ST,11413,Queens,QN13,31,40.67961881,-73.74669816,POINT (-73.74669816 40.67961881)
Q5973,ERS,147 DR & HUXLEY ST,11422,Queens,QN13,31,40.65596698,-73.74060787,POINT (-73.74060787 40.65596698)
Q7970,BARS,ROOSEVELT AVE & 94 ST,11373,Queens,QN04,21,40.74873875,-73.87264739,POINT (-73.87264739 40.74873875)
R1385,ERS,JEWETT AVE & COLLEGE AVE,10314,Staten Island,SI01,50,40.62102069,-74.13180412,POINT (-74.13180412 40.62102069)
B1435,ERS,5 AVE & 23 ST,11232,Brooklyn,BK07,38,40.66022793,-73.99458791,POINT (-73.99458791 40.66022793)
R0593,ERS,MAINE AVE & VIRGINIA PL,10314,Staten Island,SI01,50,40.62051212,-74.12988477,POINT (-74.12988477 40.62051212)
Q9785,BARS,BELL BLVD & 67 AVE,11364,Queens,QN11,23,40.74394992,-73.75962733,POINT (-73.75962733 40.74394992)
Q5417,BARS,103 AVE & 223 ST,11429,Queens,QN13,27,40.71147002,-73.73149387,POINT (-73.73149387 40.71147002)
Q4683,ERS,METROPOLITAN AVE 1000'W OF COOPER AVE,11379,Queens,QN05,30,40.71272987,-73.86611935,POINT (-73.86611935 40.71272987)
Q7695,BARS,25 AVE & 73 ST,11370,Queens,QN03,22,40.76216143,-73.8950851,POINT (-73.8950851 40.76216143)
B2989,ERS,CONEY ISLAND AVE & AVENUE M,11230,Brooklyn,BK12,48,40.6175894,-73.96381145,POINT (-73.96381145 40.6175894)
X2385,ERS,SHERIDAN AVE & E 163 ST,10451,Bronx,BX04,16,40.8280998,-73.92020144,POINT (-73.92020144 40.8280998)
Q1017,BARS,EMPIRE AVE & VIRGINIA ST,11691,Queens,QN14,31,40.60695243,-73.74351982,POINT (-73.74351982 40.60695243)
Q4286,ERS,FLUSHING AVE & 60 ST,11378,Queens,QN05,30,40.71933341,-73.90683805,POINT (-73.90683805 40.71933341)
R4236,ERS,WOODS OF ARDEN RD & KOCH BLVD,10312,Staten Island,SI03,51,40.53573727,-74.16377856,POINT (-74.16377856 40.53573727)
Q7963,ERS,B'WAY & CORONA AVE,11373,Queens,QN04,25,40.7395438,-73.87791763,POINT (-73.87791763 40.7395438)
X2209,ERS,BROOK AVE & E 147 ST,10455,Bronx,BX01,8,40.81361574,-73.91571885,POINT (-73.91571885 40.81361574)
R0680,ERS,MC CLEAN AVE & TOMPKINS AVE,10305,Staten Island,GNRA,50,40.59954224,-74.06192003,POINT (-74.06192003 40.59954224)
Q4955,ERS,JEWEL AVE/VAN ARSDALE AVE & 152 ST,11367,Queens,QN08,24,40.7317114,-73.81749179,POINT (-73.81749179 40.7317114)
Q7774,BARS,32 AVE & 85 ST,11370,Queens,QN03,25,40.75797628,-73.88296375,POINT (-73.88296375 40.75797628)
B0945,ERS,NEW YORK AVE & FULTON ST,11216,Brooklyn,BK03,36,40.68023966,-73.94674916,POINT (-73.94674916 40.68023966)
Q8902,ERS,131 AVE & 140 ST,11436,Queens,QN12,28,40.67068828,-73.79917995,POINT (-73.79917995 40.67068828)
M0903,ERS,SUTTON PL S & E 55 ST,10022,Manhattan,MN06,4,40.7560589,-73.9616223,POINT (-73.9616223 40.7560589)
R2961,ERS,PLATINUM AVE & MARSH AVE/RVFD,10314,Staten Island,SI02,51,40.57696052,-74.16441336,POINT (-74.16441336 40.57696052)
R4478,ERS,JANSEN ST & JANSEN CT,10312,Staten Island,SI03,51,40.52747464,-74.18024803,POINT (-74.18024803 40.52747464)
B0721,ERS,KNICKERBOCKER AVE & GEORGE ST,11237,Brooklyn,BK04,34,40.7045257,-73.92839567,POINT (-73.92839567 40.7045257)
R2972,ERS,FOREST HILL RD & STONE LA/RVFD,10314,Staten Island,SI02,51,40.57793668,-74.15734194,POINT (-74.15734194 40.57793668)
Q2009,ERS,PITKIN AVE & CROSS BAY BLVD,11417,Queens,QN10,32,40.67215126,-73.84317936,POINT (-73.84317936 40.67215126)
Q5287,BARS,90 AVE & FRANCIS LEWIS BLVD,11427,Queens,QN12,23,40.7181386,-73.75725672,POINT (-73.75725672 40.7181386)
X3849,ERS,BRONXWOOD AVE & PITMAN AVE,10466,Bronx,BX12,12,40.8949221,-73.85313545,POINT (-73.85313545 40.8949221)
R4451,ERS,BERTRAM AVE & WENDY DR,10312,Staten Island,SI03,51,40.52809798,-74.17769592,POINT (-74.17769592 40.52809798)
Q1094,BARS,MOTT AVE & BEACH CHANNEL DR,11691,Queens,QN14,31,40.60533444,-73.75527385,POINT (-73.75527385 40.60533444)
X3634,ERS,BRONXWOOD AVE & E 214 ST,10467,Bronx,BX12,12,40.87836638,-73.85892378,POINT (-73.85892378 40.87836638)
Q5707,BARS,118 AVE & 198 ST,11412,Queens,QN12,27,40.69288885,-73.75375229,POINT (-73.75375229 40.69288885)
Q6234,BARS,17 RD & 147 ST,11357,Queens,QN07,19,40.78379738,-73.81868716,POINT (-73.81868716 40.78379738)
B0832,ERS,BROADWAY OPP WEIRFIELD ST,11207,Brooklyn,BK04,37,40.68607207,-73.91604599,POINT (-73.91604599 40.68607207)
Q1373,ERS,OCEAN PROMENADE & BEACH 111 ST,11694,Queens,QN14,32,40.579199,-73.83181951,POINT (-73.83181951 40.579199)
Q8638,BARS,116 AVE & 166 ST,11434,Queens,QN12,28,40.6867468,-73.78137106,POINT (-73.78137106 40.6867468)
B2092,ERS,STANLEY AVE & GEORGIA AVE,11207,Brooklyn,BK05,42,40.65626087,-73.89108235,POINT (-73.89108235 40.65626087)
Q9353,BARS,NORTHERN BLVD & 102 ST,11369,Queens,QN03,21,40.75753552,-73.86656998,POINT (-73.86656998 40.75753552)
Q8824,BARS,SHORE AVE & WALTHAM ST,11435,Queens,QN12,28,40.69288735,-73.80159325,POINT (-73.80159325 40.69288735)
Q6382,BARS,DEPEW AVE & STUART LA VIA 240 ST,11363,Queens,QN11,19,40.77013671,-73.74451618,POINT (-73.74451618 40.77013671)
Q4644,BARS,102 ST & NATIONAL ST,11368,Queens,QN04,21,40.74807064,-73.86332594,POINT (-73.86332594 40.74807064)
Q9648,ERS,91 AVE & 116 ST,11418,Queens,QN09,29,40.6951482,-73.83139075,POINT (-73.83139075 40.6951482)
R2756,BARS,KELLY BLVD & BRAISTED AVE,10314,Staten Island,SI02,50,40.58904175,-74.15207346,POINT (-74.15207346 40.58904175)
B1548,ERS,WOODRUFF AVE & FLATBUSH AVE,11226,Brooklyn,BK14,40,40.65483921,-73.95969666,POINT (-73.95969666 40.65483921)
R8708,ERS,W SHORE XWAY S/B 1200' N BLOOMFIELD AVE,10314,Staten Island,SI02,50,40.6158425,-74.1784615,POINT (-74.1784615 40.6158425)
X3955,ERS,TYNDALL AVE & W 262 ST,10471,Bronx,BX08,11,40.91123941,-73.90008624,POINT (-73.90008624 40.91123941)
Q5254,BARS,HILLSIDE AVE & 184 PL,11432,Queens,QN12,27,40.71426199,-73.77712347,POINT (-73.77712347 40.71426199)
Q9549,ERS,69 AVE & JUNO ST,11375,Queens,QN06,29,40.71551858,-73.85303351,POINT (-73.85303351 40.71551858)
B2323,ERS,TILDEN AVE & E 51 ST,11203,Brooklyn,BK17,45,40.64824326,-73.92899371,POINT (-73.92899371 40.64824326)
X3697,ERS,BARNES AVE & E 227 ST,10466,Bronx,BX12,12,40.88830337,-73.8568079,POINT (-73.8568079 40.88830337)
Q4108,ERS,FAIRVIEW AVE & BLEECKER ST,11385,Queens,QN05,30,40.70811527,-73.90821718,POINT (-73.90821718 40.70811527)
R2419,BARS,BARBARA ST 150' W OF E BROADWAY/RVFD,10306,Staten Island,SI03,50,40.56901683,-74.12897443,POINT (-74.12897443 40.56901683)
B2316,ERS,SNYDER AVE & E 58 ST,11203,Brooklyn,BK17,45,40.65058727,-73.9225184,POINT (-73.9225184 40.65058727)
X4350,ERS,ASTOR AVE & KINGSLAND AVE,10469,Bronx,BX11,13,40.85918079,-73.83905872,POINT (-73.83905872 40.85918079)
Q1780,ERS,151 AVE & 80 ST,11414,Queens,QN10,32,40.66731213,-73.85451984,POINT (-73.85451984 40.66731213)
Q2280,ERS,150 ST BTW 105 AVE & 106 AVES,11433,Queens,QN12,28,40.69675612,-73.80174929,POINT (-73.80174929 40.69675612)
Q5087,BARS,118 RD & RIVERTON ST,11412,Queens,QN12,27,40.68889077,-73.76295164,POINT (-73.76295164 40.68889077)
B0131,BARS,ROEBLING ST & N 8 ST,11211,Brooklyn,BK01,33,40.71680535,-73.95458645,POINT (-73.95458645 40.71680535)
Q7313,BARS,SKILLMAN AVE & 32 PL,11101,Queens,QN02,26,40.74649713,-73.93226763,POINT (-73.93226763 40.74649713)
Q7086,ERS,CALAMUS AVE & 71 ST,11377,Queens,QN02,30,40.73456081,-73.89323494,POINT (-73.89323494 40.73456081)
X3944,ERS,BROADWAY & W 260 ST,10471,Bronx,BX08,11,40.90750665,-73.89654653,POINT (-73.89654653 40.90750665)
B1805,ERS,PITKIN AVE & ESSEX ST,11208,Brooklyn,BK05,37,40.67399166,-73.8817086,POINT (-73.8817086 40.67399166)
X2248,ERS,PARK AVE & E 151 ST,10451,Bronx,BX04,17,40.81928533,-73.92402557,POINT (-73.92402557 40.81928533)
X3620,ERS,LACONIA AVE & E GUN HILL RD,10469,Bronx,BX12,12,40.87390396,-73.85551758,POINT (-73.85551758 40.87390396)
B2857,ERS,20 AVE & 61 ST,11204,Brooklyn,BK12,44,40.61880002,-73.98348873,POINT (-73.98348873 40.61880002)
R1228,BARS,KENSINGTON AVE & OLYMPIA BLVD,10305,Staten Island,SI02,50,40.59150499,-74.07417732,POINT (-74.07417732 40.59150499)
Q6599,ERS,E/S MAIN ST & MANTON ST,11435,Queens,QN08,24,40.71016607,-73.81882295,POINT (-73.81882295 40.71016607)
X2425,ERS,WORTHEN ST & TRUXTON ST,10474,Bronx,BX02,17,40.81281889,-73.89197703,POINT (-73.89197703 40.81281889)
B1811,ERS,ETNA ST & HIGHLAND PL,11208,Brooklyn,BK05,37,40.68492968,-73.88205691,POINT (-73.88205691 40.68492968)
Q1408,BARS,CRONSTON AVE & BEACH 130 ST,11694,Queens,QN14,32,40.57942111,-73.85099296,POINT (-73.85099296 40.57942111)
Q7440,BARS,34 AVE & 12 ST,11106,Queens,QN01,26,40.76423995,-73.93700479,POINT (-73.93700479 40.76423995)
X4076,ERS,PENNYFIELD AVE TRAFFIC CIR FT SCHUYLER,10465,Bronx,BX10,13,40.80916394,-73.80186006,POINT (-73.80186006 40.80916394)
